producto_id,user_id,tipo_producto,fecha_apertura,estatus,limite_credito,saldo_actual,utilizacion_pct,tasa_interes_anual,plazo_meses,monto_mensualidad,fecha_ultimo_movimiento,antiguedad_dias,dias_sin_movimiento,ratio_deuda,es_inactivo,carga_mensual_ratio
PRD-00020646,USR-07992,tarjeta_credito_hey,2025-03-08,activo,109000.0,28361.8,0.2602,33.94,,,2025-09-29,413,208,0.2602,1,
PRD-00020649,USR-07993,tarjeta_credito_garantizada,2024-06-22,activo,24000.0,5517.6,0.2299,53.68,,,2025-10-13,672,194,0.2299,1,
PRD-00020653,USR-07995,tarjeta_credito_negocios,2024-02-20,activo,135000.0,18319.5,0.1357,53.7,,,2025-09-21,795,216,0.1357,1,
PRD-00020654,USR-07995,credito_auto,2025-11-15,activo,163000.0,71116.9,0.4363,23.14,36.0,2758.11,2025-10-14,161,193,0.4362999999999999,1,0.0387827647155598
PRD-00020658,USR-07997,tarjeta_credito_hey,2025-04-02,activo,46000.0,3730.6,0.0811,46.32,,,2025-11-25,388,151,0.0810999999999999,1,
PRD-00020661,USR-07998,tarjeta_credito_hey,2024-07-25,activo,46000.0,16385.2,0.3562,45.91,,,2025-11-22,639,154,0.3562,1,
PRD-00020662,USR-07998,credito_nomina,2024-12-16,cancelado,43000.0,9971.7,0.2319,28.12,6.0,1800.89,2025-11-06,495,170,0.2319,1,0.1806000982781271
PRD-00020665,USR-07999,tarjeta_credito_garantizada,2025-11-26,revision_de_pagos,17000.0,14548.6,0.8558,44.54,,,2025-10-21,150,186,0.8558,1,
PRD-00020668,USR-08000,tarjeta_credito_hey,2025-04-17,activo,39000.0,2601.3,0.0667,44.44,,,2025-10-03,373,204,0.0667,1,
PRD-00020670,USR-08001,tarjeta_credito_hey,2022-05-13,activo,55000.0,16203.0,0.2946,35.57,,,2025-09-29,1443,208,0.2946,1,
PRD-00020671,USR-08001,credito_nomina,2023-04-18,activo,26000.0,9703.2,0.3732,24.09,6.0,1732.71,2025-09-25,1103,212,0.3732,1,0.1785709868909225
PRD-00020674,USR-08002,tarjeta_credito_hey,2025-10-06,activo,99000.0,47133.9,0.4761,43.2,,,2025-10-31,201,176,0.4761,1,
PRD-00020675,USR-08002,credito_nomina,2025-11-09,activo,10000.0,5390.0,0.539,27.58,6.0,971.96,2025-11-10,167,166,0.539,1,0.1803265306122449
PRD-00020678,USR-08003,tarjeta_credito_hey,2025-06-17,revision_de_pagos,71000.0,60101.5,0.8465,41.01,,,2025-09-08,312,229,0.8465,1,
PRD-00020679,USR-08003,tarjeta_credito_garantizada,2025-07-23,activo,19000.0,16121.5,0.8485,51.67,,,2025-10-28,276,179,0.8485,1,
PRD-00020681,USR-08004,tarjeta_credito_hey,2025-09-30,suspendido,118000.0,99332.4,0.8418,38.08,,,2025-11-26,207,150,0.8418,1,
PRD-00020682,USR-08004,credito_personal,2025-07-03,suspendido,94000.0,84477.8,0.8987,49.47,24.0,5610.34,2025-09-21,296,216,0.8987,1,0.0664120041004855
PRD-00020684,USR-08005,tarjeta_credito_hey,2025-11-06,activo,41000.0,13448.0,0.328,31.89,,,2025-10-29,170,178,0.328,1,
PRD-00020685,USR-08005,credito_nomina,2025-02-12,activo,18000.0,9846.0,0.547,21.6,6.0,1745.92,2025-09-09,437,228,0.547,1,0.1773227706682917
PRD-00020687,USR-08006,tarjeta_credito_hey,2023-11-18,activo,8000.0,5634.4,0.7043,38.06,,,2025-10-18,889,189,0.7042999999999999,1,
PRD-00020691,USR-08008,tarjeta_credito_hey,2025-01-31,revision_de_pagos,57000.0,46489.2,0.8156,32.13,,,2025-10-18,449,189,0.8156,1,
PRD-00020696,USR-08010,tarjeta_credito_hey,2023-11-29,activo,14000.0,849.8,0.0607,38.92,,,2025-11-04,878,172,0.0607,1,
PRD-00020702,USR-08012,tarjeta_credito_hey,2024-09-11,activo,7000.0,593.6,0.0848,29.32,,,2025-11-06,591,170,0.0848,1,
PRD-00020705,USR-08013,tarjeta_credito_hey,2025-11-15,activo,69000.0,67157.7,0.9733,33.13,,,2025-10-13,161,194,0.9733,1,
PRD-00020706,USR-08013,credito_personal,2025-04-22,suspendido,71000.0,54307.9,0.7649,41.5,18.0,4103.24,2025-10-10,368,197,0.7649,1,0.0755551218146899
PRD-00020708,USR-08014,credito_nomina,2022-09-23,cancelado,11000.0,5227.2,0.4752,28.4,12.0,505.48,2025-10-13,1310,194,0.4751999999999999,1,0.0967018671564126
PRD-00020711,USR-08015,tarjeta_credito_hey,2025-11-15,revision_de_pagos,140000.0,127946.0,0.9139,42.43,,,2025-10-17,161,190,0.9139,1,
PRD-00020715,USR-08018,tarjeta_credito_hey,2024-08-27,activo,42000.0,14448.0,0.344,34.31,,,2025-09-20,606,217,0.344,1,
PRD-00020717,USR-08019,tarjeta_credito_hey,2025-11-08,cancelado,9000.0,2798.1,0.3109,39.42,,,2025-11-01,168,175,0.3109,1,
PRD-00020719,USR-08020,tarjeta_credito_garantizada,2025-06-13,cancelado,18000.0,7948.8,0.4416,51.6,,,2025-09-24,316,213,0.4416,1,
PRD-00020723,USR-08022,tarjeta_credito_hey,2023-05-06,activo,58000.0,7569.0,0.1305,27.95,,,2025-10-20,1085,187,0.1305,1,
PRD-00020725,USR-08023,credito_nomina,2025-05-05,activo,29000.0,16034.1,0.5529,26.28,18.0,1087.46,2025-09-01,355,236,0.5529000000000001,1,0.0678217049912374
PRD-00020727,USR-08024,tarjeta_credito_hey,2025-07-02,activo,123000.0,48917.1,0.3977,46.26,,,2025-09-04,297,233,0.3977,1,
PRD-00020730,USR-08025,tarjeta_credito_hey,2024-10-17,activo,59000.0,8100.7,0.1373,45.38,,,2025-11-17,555,159,0.1373,1,
PRD-00020733,USR-08026,tarjeta_credito_hey,2025-06-06,suspendido,57000.0,43314.3,0.7599,37.27,,,2025-11-16,323,160,0.7599,1,
PRD-00020734,USR-08026,credito_personal,2025-11-22,revision_de_pagos,42000.0,30046.8,0.7154,50.74,18.0,2417.76,2025-09-04,154,233,0.7154,1,0.080466472303207
PRD-00020736,USR-08027,tarjeta_credito_hey,2022-05-14,suspendido,133000.0,70902.3,0.5331,42.38,,,2025-09-23,1442,214,0.5331,1,
PRD-00020737,USR-08027,credito_nomina,2023-03-24,activo,12000.0,2710.8,0.2259,22.29,12.0,254.09,2025-09-07,1128,230,0.2259,1,0.0937324774974177
PRD-00020740,USR-08029,credito_nomina,2022-10-22,activo,45000.0,17397.0,0.3866,23.32,12.0,1639.33,2025-09-04,1281,233,0.3866,1,0.0942306144737598
PRD-00020743,USR-08030,tarjeta_credito_hey,2025-11-25,cancelado,27000.0,8575.2,0.3176,41.65,,,2025-10-10,151,197,0.3176,1,
PRD-00020747,USR-08032,credito_nomina,2025-10-23,activo,38000.0,8375.2,0.2204,19.72,24.0,425.12,2025-09-15,184,222,0.2204,1,0.050759384850511
PRD-00020751,USR-08033,tarjeta_credito_hey,2025-08-11,activo,140000.0,31752.0,0.2268,45.41,,,2025-10-01,257,206,0.2268,1,
PRD-00020755,USR-08034,credito_personal,2024-11-24,activo,12000.0,3913.2,0.3261,35.43,24.0,229.88,2025-09-24,517,213,0.3261,1,0.0587447613206582
PRD-00020759,USR-08036,tarjeta_credito_hey,2024-06-29,activo,125000.0,39550.0,0.3164,43.4,,,2025-11-27,665,149,0.3164,1,
PRD-00020762,USR-08037,credito_nomina,2025-02-07,activo,76000.0,14478.0,0.1905,32.11,6.0,2643.96,2025-10-10,442,197,0.1905,1,0.1826191462909241
PRD-00020766,USR-08039,tarjeta_credito_hey,2021-11-08,activo,74000.0,51578.0,0.697,44.43,,,2025-11-03,1629,173,0.697,1,
PRD-00020769,USR-08040,tarjeta_credito_negocios,2025-01-16,activo,116000.0,20392.8,0.1758,51.27,,,2025-10-29,464,178,0.1757999999999999,1,
PRD-00020770,USR-08040,credito_personal,2025-06-03,activo,34000.0,15476.8,0.4552,28.79,12.0,1499.59,2025-09-30,326,207,0.4552,1,0.0968927685309624
PRD-00020773,USR-08042,tarjeta_credito_hey,2025-09-15,revision_de_pagos,115000.0,95300.5,0.8287,33.34,,,2025-10-16,222,191,0.8287,1,
PRD-00020780,USR-08046,credito_nomina,2025-10-25,activo,37000.0,12150.8,0.3284,27.92,18.0,833.95,2025-09-12,182,225,0.3283999999999999,1,0.0686333410145834
PRD-00020782,USR-08047,tarjeta_credito_garantizada,2025-10-24,activo,5000.0,1172.5,0.2345,51.96,,,2025-11-02,183,174,0.2345,1,
PRD-00020786,USR-08049,tarjeta_credito_hey,2024-12-07,activo,131000.0,65932.3,0.5033,36.09,,,2025-10-04,504,203,0.5033,1,
PRD-00020788,USR-08050,tarjeta_credito_hey,2025-10-18,activo,78000.0,32736.6,0.4197,37.66,,,2025-10-12,189,195,0.4196999999999999,1,
PRD-00020791,USR-08051,tarjeta_credito_negocios,2025-07-14,activo,277000.0,97504.0,0.352,55.07,,,2025-10-19,285,188,0.352,1,
PRD-00020792,USR-08051,credito_auto,2025-08-26,activo,470000.0,134608.0,0.2864,12.11,48.0,3552.02,2025-10-26,242,181,0.2864,1,0.0263878818495186
PRD-00020797,USR-08053,tarjeta_credito_garantizada,2022-08-12,activo,12000.0,4051.2,0.3376,62.66,,,2025-09-25,1352,212,0.3376,1,
PRD-00020799,USR-08054,tarjeta_credito_hey,2022-07-26,activo,29000.0,15384.5,0.5305,40.02,,,2025-09-23,1369,214,0.5305,1,
PRD-00020803,USR-08056,tarjeta_credito_negocios,2024-11-20,activo,121000.0,60040.2,0.4962,53.83,,,2025-09-27,521,210,0.4962,1,
PRD-00020805,USR-08057,tarjeta_credito_hey,2024-01-16,activo,24000.0,10108.8,0.4212,41.52,,,2025-09-20,830,217,0.4211999999999999,1,
PRD-00020807,USR-08058,credito_nomina,2025-10-13,activo,49000.0,20339.9,0.4151,20.61,12.0,1890.12,2025-11-02,194,174,0.4151,1,0.0929267105541325
PRD-00020809,USR-08059,tarjeta_credito_hey,2025-06-27,activo,83000.0,49136.0,0.592,45.26,,,2025-09-19,302,218,0.592,1,
PRD-00020813,USR-08060,tarjeta_credito_hey,2022-11-09,activo,115000.0,33959.5,0.2953,45.34,,,2025-10-05,1263,202,0.2953,1,
PRD-00020815,USR-08060,credito_auto,2023-09-09,activo,399000.0,92368.5,0.2315,21.26,24.0,4758.22,2025-09-08,959,229,0.2315,1,0.0515134488489041
PRD-00020817,USR-08061,tarjeta_credito_hey,2025-02-05,activo,137000.0,124245.3,0.9069,41.48,,,2025-09-13,444,224,0.9069,1,
PRD-00020821,USR-08063,tarjeta_credito_hey,2024-08-29,revision_de_pagos,121000.0,103188.8,0.8528,33.8,,,2025-11-10,604,166,0.8528,1,
PRD-00020822,USR-08063,credito_personal,2025-05-25,activo,42000.0,33180.0,0.79,44.86,36.0,1691.73,2025-09-24,335,213,0.79,1,0.0509864376130198
PRD-00020824,USR-08064,tarjeta_credito_hey,2025-05-29,activo,145000.0,109750.5,0.7569,44.08,,,2025-11-17,331,159,0.7569,1,
PRD-00020826,USR-08065,credito_nomina,2025-07-23,activo,5000.0,2249.0,0.4498,23.59,18.0,149.56,2025-11-25,276,151,0.4498,1,0.0665006669630947
PRD-00020832,USR-08067,tarjeta_credito_hey,2023-11-30,activo,115000.0,49116.5,0.4271,27.84,,,2025-10-08,877,199,0.4271,1,
PRD-00020833,USR-08067,credito_nomina,2024-08-14,activo,64000.0,11584.0,0.181,29.77,12.0,1127.98,2025-08-30,619,238,0.181,1,0.0973739640883978
PRD-00020836,USR-08068,credito_nomina,2025-08-16,activo,63000.0,31972.5,0.5075,21.72,24.0,1654.26,2025-09-23,252,214,0.5075,1,0.0517400891391039
PRD-00020841,USR-08070,tarjeta_credito_hey,2021-12-18,activo,81000.0,15195.6,0.1876,35.25,,,2025-11-17,1589,159,0.1876,1,
PRD-00020845,USR-08072,tarjeta_credito_hey,2025-08-10,activo,139000.0,113785.4,0.8186,32.98,,,2025-09-12,258,225,0.8186,1,
PRD-00020846,USR-08072,tarjeta_credito_garantizada,2025-08-22,activo,7000.0,6858.6,0.9798,50.17,,,2025-11-16,246,160,0.9798,1,
PRD-00020848,USR-08073,tarjeta_credito_hey,2022-05-20,activo,132000.0,130138.8,0.9859,31.19,,,2025-09-13,1436,224,0.9859,1,
PRD-00020849,USR-08073,credito_personal,2021-03-05,revision_de_pagos,91000.0,84575.4,0.9294,21.68,12.0,7902.76,2025-10-17,1877,190,0.9294,1,0.0934404093861808
PRD-00020856,USR-08076,tarjeta_credito_hey,2024-03-27,activo,62000.0,10912.0,0.176,42.69,,,2025-11-18,759,158,0.176,1,
PRD-00020859,USR-08077,tarjeta_credito_hey,2025-04-09,activo,111000.0,45543.3,0.4103,40.56,,,2025-09-03,381,234,0.4103,1,
PRD-00020862,USR-08078,credito_nomina,2025-04-10,activo,63000.0,26145.0,0.415,31.4,24.0,1480.75,2025-11-15,380,161,0.415,1,0.0566360680818512
PRD-00020864,USR-08079,tarjeta_credito_hey,2025-03-19,activo,39000.0,18915.0,0.485,29.13,,,2025-11-16,402,160,0.485,1,
PRD-00020870,USR-08081,tarjeta_credito_garantizada,2025-03-17,suspendido,23000.0,19908.8,0.8656,47.49,,,2025-10-24,404,183,0.8655999999999999,1,
PRD-00020878,USR-08085,tarjeta_credito_hey,2024-03-23,activo,70000.0,6069.0,0.0867,29.08,,,2025-10-29,763,178,0.0867,1,
PRD-00020880,USR-08085,credito_auto,2024-05-31,activo,124000.0,32847.6,0.2649,17.82,24.0,1637.03,2025-10-29,694,178,0.2648999999999999,1,0.0498371266089455
PRD-00020885,USR-08088,credito_nomina,2023-07-30,activo,42000.0,21306.6,0.5073,27.39,12.0,2049.86,2025-10-09,1000,198,0.5073,1,0.0962077478340045
PRD-00020888,USR-08089,credito_nomina,2025-11-10,activo,8000.0,2575.2,0.3219,25.72,6.0,461.97,2025-11-22,166,154,0.3218999999999999,1,0.1793918918918919
PRD-00020891,USR-08090,credito_nomina,2025-08-13,activo,19000.0,6165.5,0.3245,20.95,12.0,573.95,2025-09-29,255,208,0.3245,1,0.0930905847052145
PRD-00020894,USR-08091,tarjeta_credito_hey,2022-05-12,activo,33000.0,13087.8,0.3966,31.12,,,2025-09-21,1444,216,0.3965999999999999,1,
PRD-00020895,USR-08091,credito_nomina,2022-05-11,activo,24000.0,8937.6,0.3724,20.97,24.0,459.13,2025-09-07,1445,230,0.3724,1,0.0513706140350877
PRD-00020901,USR-08093,tarjeta_credito_hey,2025-11-22,activo,80000.0,37008.0,0.4626,29.98,,,2025-11-23,154,153,0.4626,1,
PRD-00020902,USR-08093,credito_nomina,2024-06-13,activo,72000.0,23472.0,0.326,22.33,18.0,1546.54,2025-08-31,681,237,0.326,1,0.0658887184730743
PRD-00020904,USR-08094,tarjeta_credito_garantizada,2025-10-02,revision_de_pagos,20000.0,14888.0,0.7444,65.66,,,2025-11-01,205,175,0.7444,1,
PRD-00020907,USR-08095,tarjeta_credito_hey,2024-10-15,activo,110000.0,16665.0,0.1515,31.54,,,2025-11-17,557,159,0.1515,1,
PRD-00020909,USR-08096,tarjeta_credito_hey,2024-10-02,activo,50000.0,30805.0,0.6161,38.31,,,2025-09-30,570,207,0.6161,1,
PRD-00020911,USR-08097,tarjeta_credito_hey,2024-09-14,activo,54000.0,9228.6,0.1709,42.19,,,2025-11-05,588,171,0.1709,1,
PRD-00020912,USR-08097,credito_nomina,2025-10-03,activo,38000.0,8470.2,0.2229,29.87,24.0,473.03,2025-10-21,204,186,0.2229,1,0.0558463790701518
PRD-00020915,USR-08098,tarjeta_credito_hey,2024-05-23,activo,11000.0,5075.4,0.4614,40.17,,,2025-10-12,702,195,0.4614,1,
PRD-00020916,USR-08098,credito_nomina,2024-11-22,activo,32000.0,6329.6,0.1978,32.22,6.0,1156.26,2025-09-02,519,235,0.1978,1,0.1826750505561172
PRD-00020919,USR-08099,credito_nomina,2025-09-08,activo,8000.0,3048.8,0.3811,22.65,18.0,201.36,2025-10-06,229,201,0.3811,1,0.0660456573077932
PRD-00020921,USR-08100,tarjeta_credito_hey,2025-11-02,activo,110000.0,48114.0,0.4374,31.28,,,2025-09-28,174,209,0.4374,1,
PRD-00020923,USR-08101,tarjeta_credito_hey,2024-01-11,activo,114000.0,75593.4,0.6631,32.34,,,2025-09-30,835,207,0.6630999999999999,1,
PRD-00020926,USR-08102,tarjeta_credito_negocios,2024-03-17,activo,132000.0,54225.6,0.4108,52.72,,,2025-10-21,769,186,0.4108,1,
PRD-00020927,USR-08102,credito_personal,2025-07-02,activo,78000.0,8236.8,0.1056,33.34,24.0,474.82,2025-11-15,297,161,0.1055999999999999,1,0.0576461732711732
PRD-00020930,USR-08103,tarjeta_credito_hey,2025-08-02,activo,14000.0,3917.2,0.2798,37.83,,,2025-11-09,266,167,0.2798,1,
PRD-00020939,USR-08106,tarjeta_credito_garantizada,2025-07-16,revision_de_pagos,7000.0,5111.4,0.7302,60.65,,,2025-08-30,283,238,0.7302,1,
PRD-00020941,USR-08107,tarjeta_credito_hey,2022-03-16,activo,48000.0,14424.0,0.3005,34.58,,,2025-10-05,1501,202,0.3005,1,
PRD-00020946,USR-08109,tarjeta_credito_hey,2024-06-16,activo,8000.0,2248.0,0.281,31.91,,,2025-09-01,678,236,0.281,1,
PRD-00020950,USR-08110,tarjeta_credito_hey,2024-11-12,activo,144000.0,11361.6,0.0789,43.58,,,2025-10-07,529,200,0.0789,1,
PRD-00020953,USR-08111,tarjeta_credito_negocios,2024-11-23,activo,342000.0,74350.8,0.2174,52.7,,,2025-10-10,518,197,0.2174,1,
PRD-00020954,USR-08111,credito_auto,2023-09-15,activo,358000.0,171875.8,0.4801,12.77,60.0,3890.5,2025-10-13,953,194,0.4800999999999999,1,0.0226355310055284
PRD-00020956,USR-08112,credito_nomina,2025-10-19,activo,34000.0,6868.0,0.202,29.29,24.0,381.5,2025-10-17,188,190,0.202,1,0.055547466511357
PRD-00020959,USR-08113,tarjeta_credito_hey,2022-04-08,activo,33000.0,13394.7,0.4059,34.46,,,2025-11-08,1478,168,0.4059,1,
PRD-00020962,USR-08114,tarjeta_credito_hey,2025-06-25,activo,110000.0,75955.0,0.6905,28.44,,,2025-08-30,304,238,0.6905,1,
PRD-00020964,USR-08115,tarjeta_credito_hey,2021-10-24,cancelado,53000.0,26717.3,0.5041,46.21,,,2025-09-26,1644,211,0.5041,1,
PRD-00020966,USR-08116,tarjeta_credito_hey,2024-11-22,activo,92000.0,20396.4,0.2217,45.46,,,2025-11-20,519,156,0.2217,1,
PRD-00020967,USR-08116,credito_nomina,2024-12-26,activo,48000.0,19430.4,0.4048,19.44,12.0,1794.72,2025-10-27,485,180,0.4048,1,0.0923666007905138
PRD-00020973,USR-08118,tarjeta_credito_hey,2025-05-21,activo,144000.0,14803.2,0.1028,35.77,,,2025-11-08,339,168,0.1028,1,
PRD-00020976,USR-08119,credito_nomina,2025-06-18,activo,45000.0,17973.0,0.3994,32.5,6.0,3285.77,2025-10-18,311,189,0.3994,1,0.1828170032827018
PRD-00020979,USR-08120,credito_personal,2025-01-26,revision_de_pagos,62000.0,49544.2,0.7991,39.64,18.0,3695.31,2025-10-22,454,185,0.7990999999999999,1,0.0745861271349623
PRD-00020982,USR-08121,tarjeta_credito_negocios,2025-11-24,activo,335000.0,90383.0,0.2698,50.73,,,2025-09-21,152,216,0.2698,1,
PRD-00020989,USR-08124,tarjeta_credito_hey,2024-11-11,activo,74000.0,37014.8,0.5002,31.9,,,2025-10-24,530,183,0.5002000000000001,1,
PRD-00020991,USR-08125,credito_nomina,2025-05-14,activo,32000.0,17084.8,0.5339,25.8,18.0,1154.68,2025-09-07,346,230,0.5338999999999999,1,0.0675852219516763
PRD-00020994,USR-08126,tarjeta_credito_hey,2021-03-31,activo,62000.0,22791.2,0.3676,32.7,,,2025-10-02,1851,205,0.3676,1,
PRD-00020995,USR-08126,credito_nomina,2021-04-13,activo,14000.0,7595.0,0.5425,22.81,12.0,713.81,2025-10-12,1838,195,0.5425,1,0.0939842001316655
PRD-00020998,USR-08127,tarjeta_credito_negocios,2024-12-20,activo,323000.0,119962.2,0.3714,42.22,,,2025-09-20,491,217,0.3714,1,
PRD-00020999,USR-08127,credito_personal,2025-09-09,activo,30000.0,8235.0,0.2745,39.45,36.0,393.55,2025-11-23,228,153,0.2745,1,0.0477899210686095
PRD-00021002,USR-08128,tarjeta_credito_negocios,2025-04-22,activo,288000.0,56534.4,0.1963,34.32,,,2025-11-13,368,163,0.1963,1,
PRD-00021005,USR-08129,tarjeta_credito_hey,2025-11-26,activo,48000.0,7694.4,0.1603,34.31,,,2025-09-15,150,222,0.1603,1,
PRD-00021009,USR-08130,credito_auto,2025-10-15,cancelado,100000.0,52800.0,0.528,22.04,48.0,1664.67,2025-10-23,192,184,0.528,1,0.0315278409090909
PRD-00021011,USR-08131,tarjeta_credito_hey,2024-07-02,activo,22000.0,8379.8,0.3809,39.03,,,2025-10-21,662,186,0.3808999999999999,1,
PRD-00021013,USR-08132,tarjeta_credito_hey,2025-09-21,activo,53000.0,8835.1,0.1667,37.34,,,2025-09-22,216,215,0.1667,1,
PRD-00021014,USR-08132,credito_nomina,2025-08-04,activo,41000.0,18072.8,0.4408,29.49,6.0,3276.45,2025-10-03,264,204,0.4407999999999999,1,0.1812917754858129
PRD-00021016,USR-08133,tarjeta_credito_hey,2023-12-11,activo,65000.0,17186.0,0.2644,36.91,,,2025-09-27,866,210,0.2644,1,
PRD-00021023,USR-08136,tarjeta_credito_hey,2025-09-01,cancelado,110000.0,9537.0,0.0867,34.41,,,2025-11-17,236,159,0.0867,1,
PRD-00021026,USR-08137,tarjeta_credito_hey,2024-11-22,activo,6000.0,1506.6,0.2511,44.56,,,2025-10-19,519,188,0.2511,1,
PRD-00021029,USR-08139,tarjeta_credito_garantizada,2025-08-19,cancelado,2000.0,318.6,0.1593,46.08,,,2025-09-03,249,234,0.1593,1,
PRD-00021035,USR-08142,tarjeta_credito_hey,2025-03-01,activo,102000.0,35047.2,0.3436,28.37,,,2025-10-26,420,181,0.3435999999999999,1,
PRD-00021037,USR-08142,credito_auto,2024-11-20,activo,272000.0,56875.2,0.2091,15.82,60.0,1377.66,2025-09-27,521,210,0.2090999999999999,1,0.0242225082285424
PRD-00021040,USR-08143,tarjeta_credito_hey,2025-10-20,activo,128000.0,17036.8,0.1331,46.32,,,2025-10-16,187,191,0.1331,1,
PRD-00021045,USR-08145,credito_personal,2024-07-30,activo,15000.0,14860.5,0.9907,43.94,18.0,1141.83,2025-11-01,634,175,0.9907,1,0.0768365801958211
PRD-00021049,USR-08147,tarjeta_credito_hey,2023-11-13,activo,53000.0,12518.6,0.2362,37.97,,,2025-10-07,894,200,0.2362,1,
PRD-00021053,USR-08148,tarjeta_credito_hey,2024-04-04,activo,95000.0,5215.5,0.0549,35.82,,,2025-10-23,751,184,0.0549,1,
PRD-00021057,USR-08149,credito_auto,2023-05-02,activo,330000.0,118965.0,0.3605,19.58,60.0,3124.11,2025-10-15,1089,192,0.3605,1,0.026260748959778
PRD-00021060,USR-08150,tarjeta_credito_hey,2025-09-16,activo,88000.0,22563.2,0.2564,27.96,,,2025-11-19,221,157,0.2564,1,
PRD-00021062,USR-08151,tarjeta_credito_hey,2025-11-06,activo,129000.0,32637.0,0.253,35.57,,,2025-09-02,170,235,0.253,1,
PRD-00021065,USR-08152,tarjeta_credito_hey,2022-11-11,activo,24000.0,6900.0,0.2875,29.66,,,2025-11-02,1261,174,0.2875,1,
PRD-00021071,USR-08155,tarjeta_credito_hey,2025-09-06,activo,35000.0,19572.0,0.5592,27.86,,,2025-11-10,231,166,0.5592,1,
PRD-00021073,USR-08156,tarjeta_credito_hey,2024-08-30,activo,13000.0,2951.0,0.227,33.29,,,2025-10-24,603,183,0.227,1,
PRD-00021075,USR-08157,tarjeta_credito_hey,2025-05-14,activo,98000.0,74440.8,0.7596,31.0,,,2025-10-14,346,193,0.7596,1,
PRD-00021077,USR-08158,tarjeta_credito_hey,2025-01-14,activo,94000.0,69522.4,0.7396,39.32,,,2025-11-04,466,172,0.7395999999999999,1,
PRD-00021081,USR-08160,tarjeta_credito_hey,2024-05-14,activo,89000.0,54663.8,0.6142,36.87,,,2025-11-24,711,152,0.6142000000000001,1,
PRD-00021084,USR-08161,credito_auto,2023-07-29,activo,299000.0,95829.5,0.3205,22.35,36.0,3677.15,2025-10-18,1001,189,0.3205,1,0.0383717957413948
PRD-00021086,USR-08162,tarjeta_credito_hey,2024-04-03,activo,55000.0,50534.0,0.9188,45.81,,,2025-11-07,752,169,0.9188,1,
PRD-00021089,USR-08163,tarjeta_credito_hey,2025-11-23,activo,122000.0,35123.8,0.2879,34.8,,,2025-10-26,153,181,0.2879,1,
PRD-00021092,USR-08164,tarjeta_credito_hey,2024-10-02,activo,120000.0,88680.0,0.739,34.53,,,2025-09-22,570,215,0.739,1,
PRD-00021093,USR-08164,tarjeta_credito_garantizada,2023-09-16,revision_de_pagos,21000.0,20720.7,0.9867,50.81,,,2025-08-30,952,238,0.9867,1,
PRD-00021096,USR-08165,tarjeta_credito_negocios,2025-02-07,activo,261000.0,53478.9,0.2049,54.95,,,2025-09-13,442,224,0.2049,1,
PRD-00021097,USR-08165,credito_personal,2024-06-25,activo,73000.0,12504.9,0.1713,33.19,18.0,891.31,2025-10-07,669,200,0.1713,1,0.0712768594710873
PRD-00021098,USR-08165,credito_auto,2024-11-17,suspendido,399000.0,110443.2,0.2768,21.47,36.0,4187.65,2025-10-25,524,182,0.2768,1,0.0379167753198023
PRD-00021100,USR-08166,tarjeta_credito_hey,2024-12-10,activo,14000.0,13161.4,0.9401,39.28,,,2025-09-08,501,229,0.9401,1,
PRD-00021104,USR-08168,tarjeta_credito_hey,2024-11-02,activo,61000.0,20770.5,0.3405,35.69,,,2025-09-27,539,210,0.3405,1,
PRD-00021106,USR-08168,credito_auto,2025-06-01,activo,198000.0,53341.2,0.2694,18.25,48.0,1573.87,2025-09-15,328,222,0.2694,1,0.0295057104077148
PRD-00021109,USR-08169,credito_auto,2025-03-19,activo,67000.0,9835.6,0.1468,11.8,48.0,258.04,2025-09-20,402,217,0.1468,1,0.0262353084712676
PRD-00021114,USR-08172,tarjeta_credito_hey,2025-01-22,activo,139000.0,16290.8,0.1172,43.43,,,2025-09-06,458,231,0.1172,1,
PRD-00021117,USR-08173,tarjeta_credito_hey,2023-09-06,activo,101000.0,43500.7,0.4307,40.61,,,2025-11-03,962,173,0.4306999999999999,1,
PRD-00021118,USR-08173,credito_nomina,2024-06-12,activo,58000.0,33228.2,0.5729,18.73,24.0,1670.63,2025-09-08,682,229,0.5729,1,0.050277475156644
PRD-00021121,USR-08174,credito_personal,2025-11-08,suspendido,93000.0,70587.0,0.759,39.96,12.0,7231.73,2025-09-15,168,222,0.759,1,0.1024513012311048
PRD-00021123,USR-08175,tarjeta_credito_hey,2025-08-04,activo,98000.0,79997.4,0.8163,46.15,,,2025-11-03,264,173,0.8162999999999999,1,
PRD-00021124,USR-08175,credito_personal,2025-09-01,suspendido,79000.0,69188.2,0.8758,52.99,24.0,4733.08,2025-09-26,236,211,0.8757999999999999,1,0.0684087749067037
PRD-00021127,USR-08177,tarjeta_credito_hey,2024-02-21,activo,49000.0,34589.1,0.7059,41.11,,,2025-09-08,794,229,0.7059,1,
PRD-00021132,USR-08179,tarjeta_credito_hey,2025-09-08,cancelado,101000.0,14826.8,0.1468,27.63,,,2025-10-21,229,186,0.1467999999999999,1,
PRD-00021135,USR-08180,tarjeta_credito_hey,2024-12-08,cancelado,142000.0,35727.2,0.2516,27.55,,,2025-11-12,503,164,0.2516,1,
PRD-00021137,USR-08180,credito_auto,2022-10-04,activo,229000.0,31510.4,0.1376,15.7,48.0,888.18,2025-11-19,1299,157,0.1376,1,0.0281868843302528
